alpha,beta,m,resolution,microservice_threshold,partitions
0.1,0.9,1.5,0.0,9,"{0: ['CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'Account.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'CartItem.java', 'Cart.java', 'Item.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['Order.java', 'Account.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java'], 4: ['Product.java', 'CartItem.java', 'Cart.java', 'Item.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Category.java'], 6: ['LineItem.java'], 7: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java']}"
0.1,0.9,2.0,0.0,9,"{0: ['Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'CartActionBean.java', 'CartItem.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'Cart.java', 'CatalogActionBean.java', 'Item.java', 'Product.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'OrderService.java', 'LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java'], 1: ['CartActionBean.java', 'CartItem.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'Cart.java', 'CatalogActionBean.java', 'Item.java', 'Product.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'OrderService.java', 'LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'OrderService.java', 'LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java'], 4: ['Category.java'], 5: ['Sequence.java', 'OrderService.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java'], 6: ['LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java']}"
0.1,0.9,2.5,0.0,9,"{0: ['CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'Account.java', 'LineItem.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'Cart.java', 'CartItem.java', 'Product.java', 'Item.java', 'ProductMapper.java', 'Sequence.java', 'OrderService.java', 'LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java'], 1: ['Order.java', 'Account.java', 'LineItem.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'Cart.java', 'CartItem.java', 'Product.java', 'Item.java', 'ProductMapper.java', 'Sequence.java', 'OrderService.java', 'LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'Product.java', 'Item.java', 'Sequence.java', 'OrderService.java', 'LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java'], 4: ['Cart.java', 'CartItem.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'Account.java', 'LineItem.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'Product.java', 'Item.java', 'ProductMapper.java', 'Sequence.java', 'OrderService.java', 'LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java'], 5: ['Product.java', 'Item.java'], 6: ['ProductMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java'], 7: ['Category.java'], 8: ['Sequence.java', 'OrderService.java', 'Product.java', 'Item.java', 'LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java'], 9: ['LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java']}"
0.1,0.9,3.0,0.0,9,"{0: ['Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Cart.java', 'CartItem.java', 'Product.java', 'Item.java', 'Sequence.java', 'OrderService.java', 'LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java'], 1: ['CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Cart.java', 'CartItem.java', 'Product.java', 'Item.java', 'Sequence.java', 'OrderService.java', 'LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'Item.java', 'Sequence.java', 'OrderService.java', 'LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'Item.java', 'LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java'], 4: ['Cart.java', 'CartItem.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'Item.java', 'Sequence.java', 'OrderService.java', 'LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java'], 5: ['Product.java', 'Item.java', 'LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java'], 6: ['Category.java'], 7: ['Sequence.java', 'OrderService.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'Item.java', 'LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java'], 8: ['LineItemMapper.java', 'OrderMapper.java', 'SequenceMapper.java']}"
0.1,0.9,3.5,0.0,9,"{0: ['Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Product.java', 'ItemMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Product.java', 'ItemMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'CategoryMapper.java', 'CatalogService.java', 'ProductMapper.java', 'ItemMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'CatalogService.java', 'ProductMapper.java', 'ItemMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['CartItem.java', 'Cart.java', 'Item.java', 'Product.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'CatalogService.java', 'ProductMapper.java', 'ItemMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['ItemMapper.java', 'CategoryMapper.java', 'CatalogService.java', 'ProductMapper.java'], 6: ['Category.java'], 7: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'CatalogService.java', 'ProductMapper.java', 'ItemMapper.java']}"
0.1,0.9,4.0,0.0,9,"{0: ['Order.java', 'Account.java', 'AccountActionBean.java', 'LineItem.java', 'CartActionBean.java', 'CartItem.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'Cart.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['CartActionBean.java', 'CartItem.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'Cart.java', 'CatalogActionBean.java', 'Order.java', 'Account.java', 'AccountActionBean.java', 'LineItem.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'Order.java', 'Account.java', 'AccountActionBean.java', 'LineItem.java', 'CartActionBean.java', 'CartItem.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'Cart.java', 'CatalogActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'Cart.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'Product.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['Product.java', 'Item.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Category.java'], 6: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'Order.java', 'Account.java', 'AccountActionBean.java', 'LineItem.java', 'CartActionBean.java', 'CartItem.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'Cart.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'Item.java']}"
0.1,0.9,4.5,0.0,9,"{0: ['CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'Cart.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Item.java', 'Product.java', 'CartItem.java', 'Account.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Order.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['Account.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'Cart.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Item.java', 'Product.java', 'CartItem.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Order.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'Cart.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Item.java', 'Product.java', 'CartItem.java', 'Account.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Order.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'Cart.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Item.java', 'Product.java', 'CartItem.java', 'AccountService.java', 'AccountMapper.java', 'Order.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['Category.java'], 5: ['Order.java', 'LineItem.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'Cart.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Item.java', 'Product.java', 'CartItem.java', 'Account.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 6: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'Cart.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Item.java', 'Product.java', 'CartItem.java', 'Account.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Order.java', 'LineItem.java']}"
0.1,0.9,5.0,0.0,9,"{0: ['CartActionBean.java', 'OrderActionBean.java', 'Account.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'CartItem.java', 'Cart.java', 'Item.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AccountService.java', 'AccountMapper.java', 'CartActionBean.java', 'OrderActionBean.java', 'Account.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'CartItem.java', 'Cart.java', 'Item.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'OrderActionBean.java', 'Account.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'Product.java', 'CartItem.java', 'Cart.java', 'Item.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['Product.java', 'CartItem.java', 'Cart.java', 'Item.java', 'CartActionBean.java', 'OrderActionBean.java', 'Account.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['Category.java'], 5: ['LineItem.java', 'CartActionBean.java', 'OrderActionBean.java', 'Account.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 6: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'CartActionBean.java', 'OrderActionBean.java', 'Account.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'CartItem.java', 'Cart.java', 'Item.java', 'LineItem.java']}"
0.2,0.8,1.0,0.0,9,"{0: ['CartActionBean.java', 'OrderActionBean.java', 'Account.java', 'AbstractActionBean.java', 'AccountActionBean.java', 'Cart.java', 'Item.java', 'Product.java', 'CartItem.java', 'Order.java', 'LineItem.java'], 1: ['AccountService.java', 'AccountMapper.java'], 2: ['ItemMapper.java', 'CatalogService.java', 'CatalogActionBean.java', 'CategoryMapper.java', 'ProductMapper.java'], 3: ['Cart.java', 'Item.java', 'Product.java', 'CartItem.java'], 4: ['CategoryMapper.java', 'ProductMapper.java'], 5: ['Category.java'], 6: ['Order.java', 'LineItem.java', 'Sequence.java', 'OrderMapper.java', 'OrderService.java'], 7: ['Sequence.java', 'OrderMapper.java', 'OrderService.java', 'LineItemMapper.java', 'SequenceMapper.java'], 8: ['LineItemMapper.java', 'SequenceMapper.java']}"
0.2,0.8,1.5,0.0,9,"{0: ['CartActionBean.java', 'OrderActionBean.java', 'Account.java', 'AbstractActionBean.java', 'CatalogService.java', 'Cart.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Item.java', 'Order.java', 'LineItem.java', 'CartItem.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'ProductMapper.java', 'Product.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'ProductMapper.java', 'Product.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['CategoryMapper.java', 'ItemMapper.java', 'ProductMapper.java'], 3: ['Category.java'], 4: ['Product.java'], 5: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'ProductMapper.java', 'Product.java']}"
0.2,0.8,2.0,0.0,9,"{0: ['CartActionBean.java', 'OrderActionBean.java', 'Account.java', 'AbstractActionBean.java', 'Cart.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'CartItem.java', 'Item.java', 'CategoryMapper.java', 'ItemMapper.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AccountService.java', 'AccountMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['CatalogService.java', 'ProductMapper.java', 'CategoryMapper.java', 'ItemMapper.java'], 3: ['Product.java', 'CartItem.java', 'Item.java', 'CartActionBean.java', 'OrderActionBean.java', 'Account.java', 'AbstractActionBean.java', 'Cart.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java'], 5: ['Category.java'], 6: ['LineItem.java', 'CatalogService.java', 'ProductMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 7: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java']}"
0.2,0.8,2.5,0.0,9,"{0: ['CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Account.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'CartItem.java', 'Cart.java', 'Item.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['Account.java', 'Order.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'CartItem.java', 'Cart.java', 'Item.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java'], 4: ['Product.java', 'CartItem.java', 'Cart.java', 'Item.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Account.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Category.java'], 6: ['LineItem.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 7: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'LineItem.java']}"
0.2,0.8,3.0,0.0,9,"{0: ['CartActionBean.java', 'OrderActionBean.java', 'Account.java', 'AbstractActionBean.java', 'CatalogService.java', 'Cart.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'Product.java', 'CartItem.java', 'Item.java', 'CategoryMapper.java', 'ItemMapper.java', 'ProductMapper.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderService.java', 'SequenceMapper.java', 'OrderMapper.java'], 1: ['AccountService.java', 'AccountMapper.java', 'CartActionBean.java', 'OrderActionBean.java', 'Account.java', 'AbstractActionBean.java', 'CatalogService.java', 'Cart.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'Product.java', 'CartItem.java', 'Item.java', 'CategoryMapper.java', 'ItemMapper.java', 'ProductMapper.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderService.java', 'SequenceMapper.java', 'OrderMapper.java'], 2: ['Product.java', 'CartItem.java', 'Item.java', 'CartActionBean.java', 'OrderActionBean.java', 'Account.java', 'AbstractActionBean.java', 'CatalogService.java', 'Cart.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'ProductMapper.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderService.java', 'SequenceMapper.java', 'OrderMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderService.java', 'SequenceMapper.java', 'OrderMapper.java'], 4: ['Category.java'], 5: ['LineItem.java', 'CartActionBean.java', 'OrderActionBean.java', 'Account.java', 'AbstractActionBean.java', 'CatalogService.java', 'Cart.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'Product.java', 'CartItem.java', 'Item.java', 'CategoryMapper.java', 'ItemMapper.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderService.java', 'SequenceMapper.java', 'OrderMapper.java'], 6: ['Sequence.java', 'LineItemMapper.java', 'OrderService.java', 'SequenceMapper.java', 'OrderMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'ProductMapper.java', 'LineItem.java']}"
